id_zona;id_motivo;quantidade_viagens_produzidas;quantidade_viagens_produzidas_motivo_no_destino;quantidade_viagens_atraidas;quantidade_viagens_atraidas_motivo_no_destino
290;7;1635;1126;936;509
290;8;0;0;0;0
290;9;6817;6670;6713;147
290;10;147;147;147;0
291;1;3437;3437;3437;0
291;2;4638;3137;4638;1799
291;3;24991;18231;23001;6850
291;4;37166;22142;38317;15343
291;5;4054;1352;4054;2952
291;6;4161;2204;4161;1957
291;7;2705;0;2705;2705
291;8;0;0;0;0
291;9;6444;3132;6444;3312
291;10;0;0;0;0
292;1;1125;1125;1125;0
292;2;3116;3116;3116;0
292;3;26892;19221;27419;8213
292;4;50704;27455;50704;23348
292;5;1649;1649;1649;0
292;6;849;849;849;0
292;7;913;0;913;913
292;8;765;0;793;793
292;9;75;0;75;75
292;10;0;0;0;0
293;1;225;225;225;0
293;2;2735;1820;2902;1083
293;3;26991;17125;27132;9866
293;4;30970;16864;30970;14106
293;5;3547;2313;3547;1235
293;6;3410;2711;3410;699
293;7;1589;0;2288;2288
293;8;37;0;37;37
293;9;4178;2773;4178;1406
293;10;0;0;0;0
294;1;2485;2485;2485;0
294;2;9688;6557;9688;3131
294;3;21574;16357;20088;5217
294;4;58217;27526;58217;30692
294;5;4622;794;4622;3828
294;6;1510;1510;3033;0
294;7;2147;1852;2786;295
294;8;0;0;0;0
294;9;5302;4567;4513;735
294;10;0;0;0;0
295;1;4824;4218;4081;606
295;2;6740;5291;6089;1448
295;3;37304;25595;35445;12297
295;4;82072;46560;84277;36448
295;5;3975;3975;3975;0
295;6;2169;2169;2169;0
295;7;3314;3022;2325;292
295;8;0;0;0;0
295;9;1966;662;1304;1304
295;10;0;0;0;0
296;1;59;0;59;59
296;2;1167;1167;1167;0
296;3;3304;2505;3191;699
296;4;2819;1184;2819;1635
296;5;484;484;484;0
296;6;0;0;0;0
296;7;292;0;292;292
296;8;0;0;0;0
296;9;47;47;47;0
296;10;0;0;0;0
297;1;165;165;165;0
297;2;624;0;624;624
297;3;2694;1430;2230;1455
297;4;2874;2090;3013;784
297;5;215;215;215;0
297;6;0;0;0;0
297;7;111;55;111;55
297;8;0;0;0;0
297;9;789;30;1117;1087
297;10;0;0;0;0
298;1;4784;3612;3572;1172
298;2;13110;6488;12790;7338
298;3;49573;30920;47163;17635
298;4;118942;60043;120199;58909
298;5;5297;2663;5601;2884
298;6;10434;6879;8941;2033
298;7;3061;2301;1690;121
298;8;2579;1562;2579;1018
298;9;4735;2674;4721;2047
298;10;142;142;142;142
299;1;82;0;214;82
299;2;924;924;792;0
299;3;3929;3389;3918;540
299;4;3355;2648;3355;707
299;5;340;128;340;212
299;6;149;149;149;0
299;7;34;0;34;34
299;8;0;0;0;0
299;9;26;26;84;0
299;10;0;0;0;0
300;1;0;0;0;0
300;2;0;0;0;0
300;3;102;0;102;102
300;4;10;0;10;10
300;5;0;0;0;0
300;6;0;0;0;0
300;7;0;0;0;0
300;8;0;0;0;0
300;9;0;0;0;0
300;10;0;0;0;0
301;1;10940;1874;11218;10258
301;2;19979;5648;20658;16687
301;3;82838;12400;85827;79264
301;4;33367;8663;32311;25598
301;5;5297;2773;5342;2873
301;6;3684;897;3620;2780
301;7;6573;1536;7187;5651
301;8;544;0;544;544
301;9;3707;1060;3594;2554
301;10;5273;5100;4369;4369
302;1;2620;1578;2788;1246
302;2;4531;139;4659;4596
302;3;24188;4243;24681;21078
302;4;5515;3533;4852;1981
302;5;1998;1569;1426;429
302;6;5150;265;5150;4962
302;7;2537;1371;2241;1317
302;8;0;0;0;0
302;9;3548;425;4197;3695
302;10;240;240;169;169
303;1;1602;1042;1602;560
303;2;10607;2219;11018;8892
303;3;22827;6426;23286;18142
303;4;21373;6162;20908;15395
303;5;6919;694;6411;6224
303;6;7442;116;8202;8086
303;7;3255;511;3270;3006
303;8;0;0;0;0
303;9;3324;478;3325;2962
303;10;1268;1268;1102;1102
304;1;2330;409;2330;2190
304;2;3592;873;3557;2719
304;3;23126;4117;23398;19263
304;4;15173;3369;14727;11777
304;5;1879;400;1879;1411
304;6;1242;380;1239;862
304;7;1952;720;2127;1477
304;8;619;0;619;619
304;9;3485;667;3501;2902
304;10;269;269;303;303
305;1;2711;1282;2711;1429
305;2;15304;11415;15023;3647
305;3;41929;26719;40623;15902
305;4;56055;27389;55107;29288
305;5;2756;1788;3199;957
305;6;5286;454;4832;4832
305;7;871;418;871;454
305;8;0;0;0;0
305;9;3254;855;3362;2507
305;10;299;299;855;0
306;1;6210;4609;6760;2752
306;2;13348;6498;12162;6058
306;3;51853;43261;49876;8592
306;4;69808;37617;70931;34775
306;5;5873;3069;5873;2804
306;6;5854;4102;6733;2101
306;7;7494;5869;6615;1888
306;8;0;0;0;0
306;9;6420;4750;5844;1975
306;10;869;869;869;576
307;1;8683;6517;10787;2166
307;2;14008;11467;12009;2540
307;3;20280;16112;18445;4168
307;4;23160;14243;24238;9451
307;5;2260;2084;2260;176
307;6;9538;9100;9538;438
307;7;477;0;477;477
307;8;0;0;0;0
307;9;1566;460;1566;1215
307;10;293;0;293;293
308;1;4911;4530;4911;381
308;2;18961;13406;18961;5555
308;3;42958;33204;42515;9810
308;4;57656;33125;57656;24531
308;5;698;698;698;0
308;6;5407;3416;5407;1991
308;7;777;714;1814;1100
308;8;619;619;619;0
308;9;989;0;996;996
308;10;0;0;0;0
309;1;712;712;712;0
309;2;2483;2091;2220;392
309;3;14940;12217;15635;2796
309;4;40202;21455;39742;20049
309;5;1481;958;1818;517
309;6;3099;2654;3025;445
309;7;263;263;263;0
309;8;0;0;0;0
309;9;4138;3094;4138;1354
309;10;0;0;0;0
310;1;3376;3039;3168;337
310;2;5552;4669;5524;883
310;3;19489;17425;17228;2065
310;4;35139;19647;35139;15492
310;5;1427;556;1436;880
310;6;1539;1454;1530;85
310;7;445;260;445;185
310;8;0;0;0;0
310;9;2673;2041;2921;631
310;10;0;0;0;0
311;1;180;180;180;0
311;2;3493;2614;4285;1672
311;3;10127;6083;9715;4044
311;4;12935;6487;13277;6448
311;5;1527;1341;1694;186
311;6;1805;695;1632;1120
311;7;717;616;717;102
311;8;0;0;0;0
311;9;1167;986;1167;181
311;10;0;0;0;0
312;1;5873;4508;5690;1365
312;2;15010;12340;14974;2635
312;3;35628;23706;35162;13538
312;4;49025;23759;48717;25652
312;5;2918;1136;2586;1450
312;6;5999;1277;5457;4180
312;7;3326;742;4204;3463
312;8;0;0;0;0
312;9;1385;193;1385;1191
312;10;0;0;0;0
313;1;1702;1024;1702;679
313;2;6418;1667;7822;4751
313;3;16449;9966;15648;6914
313;4;41897;16409;44322;28283
313;5;3612;1564;4105;2488
313;6;1162;933;892;229
313;7;5654;3442;5304;4397
313;8;159;0;159;159
313;9;2837;1823;2954;2577
313;10;624;624;624;624
314;1;1124;1124;1124;0
314;2;3851;790;3693;3061
314;3;9167;7129;9297;2531
314;4;12431;6971;12418;5460
314;5;2627;933;2627;1695
314;6;2926;1255;2926;1671
314;7;1190;1143;860;47
314;8;0;0;0;0
314;9;2093;1331;2093;761
314;10;272;272;272;272
315;1;1856;1856;1856;0
315;2;4159;3032;4159;1127
315;3;34840;24735;33540;10301
315;4;59016;26394;58696;32674
315;5;6530;6103;7118;1015
315;6;5278;3031;6476;2247
315;7;2570;2337;3850;233
315;8;0;0;0;0
315;9;3848;1772;3848;2076
315;10;0;0;0;0
316;1;6625;5780;6640;845
316;2;14368;12200;14351;2412
316;3;42540;30832;41862;11688
316;4;57866;34065;58749;24941
316;5;3676;3239;3087;437
316;6;4435;2659;4435;1776
316;7;357;0;946;357
316;8;0;0;0;0
316;9;6784;5062;6529;1721
316;10;0;0;0;0
317;1;977;523;1616;1104
317;2;3500;732;3525;2932
317;3;21508;4611;22869;18892
317;4;7739;5568;5964;2232
317;5;1139;508;1193;631
317;6;2870;364;2816;2506
317;7;1127;371;1196;760
317;8;0;0;0;0
317;9;2459;1024;1737;1397
317;10;311;311;136;136
318;1;966;89;965;877
318;2;849;245;859;655
318;3;8188;669;7948;7290
318;4;1860;900;1773;1098
318;5;314;154;313;160
318;6;2766;164;2745;2603
318;7;531;211;679;341
318;8;0;0;0;0
318;9;780;100;716;611
318;10;47;47;47;0
319;1;986;494;1525;1031
319;2;2616;450;2946;2658
319;3;18731;5754;19845;14055
319;4;10095;7825;9027;2625
319;5;2672;1425;2729;1304
319;6;1330;1026;1160;303
319;7;3903;800;4066;3103
319;8;0;0;0;0
319;9;2573;1774;2676;799
319;10;165;165;165;165
320;1;245;215;245;30
320;2;3267;655;3054;2612
320;3;19529;2877;19043;16785
320;4;11442;3424;11721;8879
320;5;1562;991;1523;571
320;6;2308;351;2380;2128
320;7;1303;698;1462;863
320;8;0;0;0;0
320;9;534;465;518;69
320;10;0;0;213;213
321;1;4317;3305;4166;1012
321;2;14877;10956;14688;4284
321;3;33776;27762;33126;6391
321;4;39532;22168;40614;17673
321;5;3170;2802;3170;368
321;6;4040;2296;3813;1744
321;7;6612;3614;7190;2998
321;8;158;158;158;0
321;9;4182;3261;4196;1212
321;10;206;206;206;206
322;1;2662;877;2813;1785
322;2;6913;2735;7167;4212
322;3;29251;13689;28765;16692
322;4;31393;19579;32289;13832
322;5;3897;929;3747;2968
322;6;2466;1660;2305;806
322;7;3365;2820;3125;518
322;8;0;0;0;0
322;9;2010;705;2181;1267
322;10;379;379;813;813
323;1;3770;1311;3474;2459
323;2;7436;3386;6865;4050
323;3;32443;22017;33213;10900
323;4;31707;17901;31746;13974
323;5;2682;1586;2682;1096
323;6;2151;2013;2151;473
323;7;4783;2004;4973;2994
323;8;0;0;0;0
323;9;1206;437;774;661
323;10;111;0;111;0
324;1;1639;841;1639;797
324;2;7530;5495;7530;2035
324;3;32998;28561;33685;5783
324;4;38957;24130;39711;16313
324;5;2660;1324;2672;1336
324;6;6335;5693;5625;642
324;7;1617;555;2625;1061
324;8;0;0;0;0
324;9;4910;2948;4910;1963
324;10;0;0;0;0
325;1;3280;2858;2704;422
325;2;4980;2796;4696;1924
325;3;32133;25027;31177;8377
325;4;38029;16910;38008;23423
325;5;1032;0;1032;1032
325;6;1590;1351;2599;1247
325;7;9459;7008;8207;4478
325;8;0;0;0;0
325;9;1871;576;3311;1588
325;10;302;302;353;353
326;1;990;921;990;69
326;2;4816;3962;7349;3387
326;3;19659;12324;19436;8090
326;4;41405;20809;40387;22340
326;5;1336;583;1690;1377
326;6;4355;864;4625;3761
326;7;576;0;576;576
326;8;0;0;0;0
326;9;5256;2564;4616;2692
326;10;51;51;0;0
327;1;4090;4090;1503;0
327;2;5335;5193;2854;142
327;3;15146;12150;17638;3559
327;4;29530;17683;30364;14283
327;5;2267;1932;2927;797
327;6;4733;4733;3564;1567
327;7;4922;2437;4922;2485
327;8;584;584;584;0
327;9;7102;4456;10731;1718
327;10;0;0;0;0
328;1;1359;1254;1216;105
328;2;3664;1732;3784;2168
328;3;14156;9375;14452;6961
328;4;8910;7841;8484;1076
328;5;1562;1011;1562;551
328;6;897;897;897;0
328;7;1477;1325;1566;152
328;8;0;0;0;0
328;9;789;700;874;88
328;10;326;270;162;57
329;1;1383;1225;1383;158
329;2;1104;1104;714;0
329;3;10462;5839;11237;5343
329;4;11337;6357;11658;5458
329;5;857;556;522;301
329;6;328;279;663;384
329;7;1911;1025;1911;886
329;8;0;0;0;0
329;9;2733;2676;694;57
329;10;394;394;0;0
330;1;2302;560;2692;2251
330;2;5481;1530;5242;3712
330;3;20816;9128;20457;11682
330;4;20224;9821;20383;11795
330;5;2172;842;2172;1351
330;6;927;692;927;235
330;7;2596;1694;2311;902
330;8;0;0;0;0
330;9;2618;772;2709;1970
330;10;365;0;651;651
331;1;4377;3466;4377;911
331;2;5524;2855;5524;2668
331;3;13643;9640;12146;5069
331;4;13080;8679;14953;5618
331;5;114;0;114;114
331;6;398;398;0;0
331;7;990;383;1397;1014
331;8;41;0;41;41
331;9;1241;598;1241;989
331;10;423;423;423;161
332;1;1317;1021;1317;788
332;2;11578;7126;12056;4849
332;3;16207;10919;16033;4796
332;4;20207;12283;19354;7924
332;5;4088;2575;4088;1513
332;6;1547;1193;1547;354
332;7;431;431;224;0
332;8;0;0;0;0
332;9;2895;2793;3654;102
332;10;0;0;0;0
333;1;2367;0;2367;2367
333;2;6040;4168;6040;1872
333;3;13248;9100;12662;4348
333;4;23219;12378;23219;10841
333;5;1229;751;1229;478
333;6;415;415;332;0
333;7;0;0;0;0
333;8;0;0;0;0
333;9;1751;598;1771;1403
333;10;220;220;220;220
334;1;1985;751;1985;1235
334;2;4209;3361;4623;1459
334;3;7389;4856;7389;2533
334;4;12080;7626;11880;4454
334;5;1407;1103;1136;303
334;6;1820;1049;1820;765
334;7;1094;547;1094;547
334;8;0;0;0;0
334;9;964;738;1005;226
334;10;0;0;0;0
335;1;2819;1879;2264;939
335;2;4038;2805;3976;1233
335;3;17144;12953;16209;4113
335;4;17209;9656;17339;7615
335;5;2354;583;2618;2042
335;6;2307;1732;2307;575
335;7;1002;452;1002;550
335;8;0;0;0;0
335;9;3682;1394;4136;2267
335;10;0;0;0;0
336;1;777;499;777;278
336;2;3005;3005;3464;0
336;3;15140;9651;15156;5571
336;4;22612;18095;22370;4965
336;5;1289;775;1289;514
336;6;3469;3170;2030;299
336;7;381;279;371;102
336;8;0;0;0;0
336;9;5437;5212;4530;213
336;10;0;0;0;0
337;1;2348;2348;2348;0
337;2;4657;3995;4549;662
337;3;22873;14946;24450;8628
337;4;30588;19247;31101;13160
337;5;1322;857;1163;466
337;6;2012;1470;759;542
337;7;1962;1422;2470;1048
337;8;0;0;0;0
337;9;5199;2998;5894;2605
337;10;55;55;0;0
338;1;1224;1122;1056;103
338;2;2274;1009;2693;1265
338;3;13929;9116;12861;5431
338;4;14500;5575;16161;11196
338;5;632;194;764;764
338;6;395;395;395;0
338;7;2888;2888;1859;36
338;8;0;0;0;0
338;9;1219;509;1510;1037
338;10;188;188;188;188
339;1;3283;1223;3283;2060
339;2;7815;3230;7815;4584
339;3;21297;12760;22339;9908
339;4;15556;10219;16343;5750
339;5;736;228;852;624
339;6;1196;844;1196;352
339;7;519;278;483;242
339;8;0;0;0;0
339;9;2445;1572;977;863
339;10;0;0;0;0
340;1;16;0;16;16
340;2;1571;456;1115;1115
340;3;28113;2600;27904;27904
340;4;31327;1414;33300;33300
340;5;98;94;4;4
340;6;1973;391;1582;1582
340;7;1235;331;1001;1001
340;8;0;0;0;0
340;9;1625;401;1952;1952
340;10;998;998;931;931
341;1;1108;222;1345;1122
341;2;5438;775;6324;5890
341;3;12619;3861;12390;10129
341;4;5007;3152;4105;3252
341;5;2587;555;2529;2032
341;6;1351;44;1364;1320
341;7;895;371;1018;658
341;8;41;41;41;0
341;9;3565;1185;2933;2816
341;10;268;268;268;268
342;1;1413;1413;1008;1008
342;2;1318;223;2157;1810
342;3;5460;3926;4845;1774
342;4;9962;3554;9502;6558
342;5;1173;934;1192;594
342;6;959;758;535;201
342;7;1870;1144;1858;726
342;8;0;0;0;0
342;9;2009;917;1868;608
342;10;0;0;456;120
343;1;1124;0;1124;1124
343;2;3083;2250;3083;833
343;3;18445;9020;18315;10684
343;4;20060;10464;18628;11690
343;5;3037;1200;3037;2005
343;6;1909;1102;3448;2346
343;7;957;381;957;575
343;8;0;0;0;0
343;9;1010;191;1599;1408
343;10;303;303;303;303
