id_zona;id_modo;quantidade_viagens_produzidas;quantidade_viagens_atraidas
336;7;8786;6711
336;8;0;0
336;9;718;1151
336;10;2423;2165
336;11;138;229
336;12;0;0
336;13;8783;9135
336;14;0;0
337;1;3081;4488
337;2;3169;2294
337;3;5182;6454
337;4;0;0
337;5;4668;4668
337;6;26487;27067
337;7;19915;19360
337;8;0;0
337;9;992;1093
337;10;990;990
337;11;0;0
337;12;2523;2523
337;13;4011;3795
337;14;0;0
338;1;1190;1402
338;2;520;295
338;3;6998;7284
338;4;0;0
338;5;2264;2264
338;6;11820;11685
338;7;7378;6641
338;8;128;0
338;9;280;1244
338;10;475;475
338;11;0;0
338;12;1077;1077
338;13;5120;5120
338;14;0;0
339;1;3265;4628
339;2;5832;4729
339;3;11810;11299
339;4;0;0
339;5;3491;3222
339;6;7177;7357
339;7;2655;2894
339;8;0;0
339;9;462;755
339;10;1648;1648
339;11;0;0
339;12;4357;4357
339;13;12151;12399
339;14;0;0
340;1;16847;15828
340;2;5538;5821
340;3;13043;15048
340;4;423;423
340;5;92;92
340;6;18929;19064
340;7;1088;1518
340;8;0;0
340;9;2834;1952
340;10;1814;1814
340;11;268;268
340;12;2125;2125
340;13;3838;3734
340;14;117;117
341;1;3842;2821
341;2;1411;1411
341;3;4093;6149
341;4;0;0
341;5;797;797
341;6;16991;16901
341;7;3260;1763
341;8;0;0
341;9;624;624
341;10;35;35
341;11;0;0
341;12;217;217
341;13;1608;1600
341;14;0;0
342;1;3571;2822
342;2;0;0
342;3;1188;740
342;4;0;0
342;5;3083;2173
342;6;9061;9004
342;7;2191;3444
342;8;0;0
342;9;244;459
342;10;130;92
342;11;0;0
342;12;905;905
342;13;3705;3698
342;14;83;83
343;1;2478;2725
343;2;0;0
343;3;5677;6263
343;4;0;0
343;5;3949;3949
343;6;14110;14110
343;7;8969;9528
343;8;0;30
343;9;1541;686
343;10;1548;1548
343;11;0;0
343;12;0;0
343;13;11654;11654
343;14;0;0
